code,abund.correlation,species.trend,trend.at.highest.predictions,trend.at.best.nfj.data,filename,n.data,zeroes.missed.messy,run,nlabel,common,label
LERACC,0.7628,0.0201775687960054,0.0214817503034256,0.0204046712792499,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/LERACC-full-run-only-NFJ-V2.html,2443,2088,NFJ,(N = 2443),Clouded Skipper,LERACC: Clouded Skipper
LEROEUF,0.8966,-0.0183158466965186,-0.0174309207418961,-0.0174626272879409,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/LEROEUF-full-run-only-NFJ-V2.html,5165,2122,NFJ,(N = 5165),Eufala Skipper,LEROEUF: Eufala Skipper
LIBCAR,0.522,0.00172273178700544,0.00314997965673847,0.0018776561461828,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/LIBCAR-full-run-only-NFJ-V2.html,9467,0,NFJ,(N = 9467),American Snout,LIBCAR: American Snout
LIMARC,0.9707,-0.013566316975289,-0.0127789124673967,-0.0134448766642362,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/LIMARC-full-run-only-NFJ-V2.html,10402,4,NFJ,(N = 10402),Viceroy,LIMARC: Viceroy
LIMART,0.9994,-0.0394847213210104,-0.0390848478243441,-0.0393949014365735,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/LIMART-full-run-only-NFJ-V2.html,9386,4,NFJ,(N = 9386),Red-spotted Purple/White Admiral,LIMART: Red-spotted Purple/White Admiral
LIMLOR,0.9586,0.0138884536037049,0.0144075329498143,0.0139236320349931,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/LIMLOR-full-run-only-NFJ-V2.html,1394,0,NFJ,(N = 1394),Lorquin's Admiral,LIMLOR: Lorquin's Admiral
LIMWEI,0.785,-0.0101198941719055,-0.00844356200962881,-0.0106351887544859,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/LIMWEI-full-run-only-NFJ-V2.html,897,4,NFJ,(N = 897),Weidemeyer's Admiral,LIMWEI: Weidemeyer's Admiral
LYCAARO,0.9991,-0.051902409202752,-0.0513235744124894,-0.0520126847945504,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/LYCAARO-full-run-only-NFJ-V2.html,1202,403,NFJ,(N = 1202),Tailed Copper,LYCAARO: Tailed Copper
LYCACUP,0.9814,-0.0342474439971836,-0.033060231583629,-0.0337606545105023,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/LYCACUP-full-run-only-NFJ-V2.html,916,405,NFJ,(N = 916),Lustrous Copper,LYCACUP: Lustrous Copper
LYCADIO,0.6661,-0.0212220931490086,-0.02079557539546,-0.0208353005583004,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/LYCADIO-full-run-only-NFJ-V2.html,2597,410,NFJ,(N = 2597),NA,LYCADIO: NA
LYCADOR,0.9343,-0.057465060633894303,-0.0566129624490055,-0.0580676670875003,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/LYCADOR-full-run-only-NFJ-V2.html,2912,410,NFJ,(N = 2912),NA,LYCADOR: NA
LYCAEDI,0.9934,0.0116804557579421,0.0128517631164109,0.012061286641386,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/LYCAEDI-full-run-only-NFJ-V2.html,959,384,NFJ,(N = 959),Edith's Copper,LYCAEDI: Edith's Copper
LYCAEPI,0.9983,-0.00698496376958273,-0.00535450114527958,-0.0089067197669555,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/LYCAEPI-full-run-only-NFJ-V2.html,4212,410,NFJ,(N = 4212),Bog Copper,LYCAEPI: Bog Copper
LYCAGOR,0.9779,-0.013806475413901,-0.0130308004555626,-0.0144987382409864,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/LYCAGOR-full-run-only-NFJ-V2.html,811,408,NFJ,(N = 811),Gorgon Copper,LYCAGOR: Gorgon Copper
LYCAHEL,0.9566,-0.0396431758208836,-0.0390494498329947,-0.0397528300564249,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/LYCAHEL-full-run-only-NFJ-V2.html,4329,328,NFJ,(N = 4329),Purplish Copper,LYCAHEL: Purplish Copper
LYCAHET,0.8531,-0.0270916346761226,-0.0261690581643705,-0.0288659384004581,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/LYCAHET-full-run-only-NFJ-V2.html,1531,371,NFJ,(N = 1531),Blue Copper,LYCAHET: Blue Copper
LYCAHYL,0.9291,-0.0252647075221715,-0.024147999178723,-0.0249159690563748,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/LYCAHYL-full-run-only-NFJ-V2.html,6331,405,NFJ,(N = 6331),Bronze Copper,LYCAHYL: Bronze Copper
LYCAMAR,0.9399,-0.0136383113217571,-0.0126027498083054,-0.0149859562160045,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/LYCAMAR-full-run-only-NFJ-V2.html,703,329,NFJ,(N = 703),Mariposa Copper,LYCAMAR: Mariposa Copper
LYCANIV,0.9883,-0.0124757405886794,-0.0118200988516883,-0.0120984629500265,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/LYCANIV-full-run-only-NFJ-V2.html,796,394,NFJ,(N = 796),Lilac-bordered Copper,LYCANIV: Lilac-bordered Copper
LYCAPHL,0.905,-0.0361728447792366,-0.0347081446618187,-0.0353849876228553,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/LYCAPHL-full-run-only-NFJ-V2.html,6403,405,NFJ,(N = 6403),American Copper,LYCAPHL: American Copper
LYCARUB,0.9839,-0.0615788265725797,-0.0609856606452737,-0.0616914125484762,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/LYCARUB-full-run-only-NFJ-V2.html,1264,387,NFJ,(N = 1264),Ruddy Copper,LYCARUB: Ruddy Copper
LYCAXAN,0.998,-0.0605146215421091,-0.0600561115790264,-0.0601570479317872,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/LYCAXAN-full-run-only-NFJ-V2.html,1873,408,NFJ,(N = 1873),Great Copper,LYCAXAN: Great Copper
LYCIDA,0.987,0.0182765242533271,0.0188982655715506,0.0101967662723531,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/LYCIDA-full-run-only-NFJ-V2.html,2198,5133,NFJ,(N = 2198),Northern Blue,LYCIDA: Northern Blue
LYCMEL,0.9387,-0.0400064144841432,-0.0395214178848105,-0.0397693015648322,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/LYCMEL-full-run-only-NFJ-V2.html,5437,4864,NFJ,(N = 5437),Melissa/Karner Blue,LYCMEL: Melissa/Karner Blue
MEGICYM,0.8979,-0.0240315726551635,-0.0230632411937268,-0.0242129434432579,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/MEGICYM-full-run-only-NFJ-V2.html,8898,618,NFJ,(N = 8898),Little Wood-Satyr,MEGICYM: Little Wood-Satyr
NASLHE,0.8819,-0.0119864633692469,-0.011097899904269,-0.011926562261265,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/NASLHE-full-run-only-NFJ-V2.html,5966,2157,NFJ,(N = 5966),Swarthy Skipper,NASLHE: Swarthy Skipper
NATIOL,0.7004,0.0330460180422093,0.0335107604751146,0.033293247168631,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/NATIOL-full-run-only-NFJ-V2.html,7529,3547,NFJ,(N = 7529),Dainty Sulphur,NATIOL: Dainty Sulphur
NEOPMEN,0.9225,-0.0236070193502263,-0.0223707151459855,-0.0258638701451747,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/NEOPMEN-full-run-only-NFJ-V2.html,1367,3882,NFJ,(N = 1367),Pine White,NEOPMEN: Pine White
NYMANT,0.7435,-0.0305305859562554,-0.0300286804999303,-0.0307707349930561,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/NYMANT-full-run-only-NFJ-V2.html,10969,166,NFJ,(N = 10969),Mourning Cloak,NYMANT: Mourning Cloak
NYMCAL,0.9503,0.0456115536400978,0.0461969255198413,0.0449382204142014,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/NYMCAL-full-run-only-NFJ-V2.html,1994,197,NFJ,(N = 1994),California Tortoiseshell,NYMCAL: California Tortoiseshell
NYMMIL,0.9093,-0.0697651195629294,-0.0693625688531965,-0.0693780144326564,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/NYMMIL-full-run-only-NFJ-V2.html,7338,193,NFJ,(N = 7338),Milbert's Tortoiseshell,NYMMIL: Milbert's Tortoiseshell
NYMVAU,0.9911,-0.0499775823198556,-0.0494961942479554,-0.0496568798791366,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/NYMVAU-full-run-only-NFJ-V2.html,4884,209,NFJ,(N = 4884),Compton Tortoiseshell,NYMVAU: Compton Tortoiseshell
OARGAR,0.8375,-0.0291793376892302,-0.0278904405290961,-0.0288585549299163,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/OARGAR-full-run-only-NFJ-V2.html,788,2191,NFJ,(N = 788),NA,OARGAR: NA
OCHAGR,0.9655,0.00636481576858843,0.0071031685254348,0.00626846993808659,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/OCHAGR-full-run-only-NFJ-V2.html,812,2150,NFJ,(N = 812),Rural Skipper,OCHAGR: Rural Skipper
OCHSYL,0.7915,-0.0273410735662254,-0.0269019551050944,-0.0275641668486505,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/OCHSYL-full-run-only-NFJ-V2.html,1767,2020,NFJ,(N = 1767),Woodland Skipper,OCHSYL: Woodland Skipper
OENCHR,0.7338,-0.0364912335567006,-0.0358317059043034,-0.0377682049631769,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/OENCHR-full-run-only-NFJ-V2.html,1959,951,NFJ,(N = 1959),Chryxus Arctic,OENCHR: Chryxus Arctic
OENNEV,0.9383,0.00822246648984869,0.00884837689677687,0.00769726864422501,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/OENNEV-full-run-only-NFJ-V2.html,512,955,NFJ,(N = 512),NA,OENNEV: NA
PANOCO,0.9796,0.0654799976429362,0.0665311998930951,0.0653732558932981,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/PANOCO-full-run-only-NFJ-V2.html,7170,2144,NFJ,(N = 7170),Ocola Skipper,PANOCO: Ocola Skipper
PAPCAN,0.9263,0.0327778263352809,0.0336682692389942,0.0314069746433672,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/PAPCAN-full-run-only-NFJ-V2.html,3486,4198,NFJ,(N = 3486),Canadian Tiger Swallowtail,PAPCAN: Canadian Tiger Swallowtail
PAPCRE,0.9746,0.029509633809935,0.0306394119382418,0.0305892687847068,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/PAPCRE-full-run-only-NFJ-V2.html,3792,3882,NFJ,(N = 3792),Western/Giant Swallowtail,PAPCRE: Western/Giant Swallowtail
PAPEUR,0.9574,0.0100983557800205,0.0104886409157028,0.0101190611431918,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/PAPEUR-full-run-only-NFJ-V2.html,1715,4025,NFJ,(N = 1715),Pale Swallowtail,PAPEUR: Pale Swallowtail
PAPGLA,0.8124,0.00675245344695242,0.00723864913661609,0.00714039838202186,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/PAPGLA-full-run-only-NFJ-V2.html,8749,2887,NFJ,(N = 8749),Eastern Tiger Swallowtail,PAPGLA: Eastern Tiger Swallowtail
PAPIND,0.8444,-0.0193070007908882,-0.0187077447824301,-0.0197998198283489,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/PAPIND-full-run-only-NFJ-V2.html,1551,4230,NFJ,(N = 1551),Indra Swallowtail,PAPIND: Indra Swallowtail
PAPMUL,0.9509,0.00263060675055676,0.00325891973154357,0.00297014726561529,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/PAPMUL-full-run-only-NFJ-V2.html,2625,4018,NFJ,(N = 2625),Two-tailed Swallowtail,PAPMUL: Two-tailed Swallowtail
PAPPOL,0.8294,7.3340572324648e-4,0.00129423798218786,8.8054616478777e-4,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/PAPPOL-full-run-only-NFJ-V2.html,9926,3017,NFJ,(N = 9926),Black Swallowtail,PAPPOL: Black Swallowtail
PAPRUT,0.9379,0.0111928822048316,0.0118735462939292,0.01138465553608,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/PAPRUT-full-run-only-NFJ-V2.html,2007,3948,NFJ,(N = 2007),Western Tiger Swallowtail,PAPRUT: Western Tiger Swallowtail
PAPTRO,0.9198,0.00240917394427658,0.00289727230544834,0.00242932994005847,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/PAPTRO-full-run-only-NFJ-V2.html,7681,2982,NFJ,(N = 7681),Spicebush Swallowtail,PAPTRO: Spicebush Swallowtail
PAPZEL,0.9787,-0.0195393773627426,-0.018269578771458,-0.0198552962390031,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/PAPZEL-full-run-only-NFJ-V2.html,1754,4046,NFJ,(N = 1754),Anise Swallowtail,PAPZEL: Anise Swallowtail
PARNCLO,0.9627,-0.00586190064834349,-0.00481130090336279,-0.00545495411215041,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/PARNCLO-full-run-only-NFJ-V2.html,1308,102,NFJ,(N = 1308),Clodius Parnassian,PARNCLO: Clodius Parnassian
PARNPHO,0.9891,-0.0414586151741245,-0.0407354198896481,-0.0414139073189354,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/PARNPHO-full-run-only-NFJ-V2.html,852,141,NFJ,(N = 852),Rocky Mountain Parnassian,PARNPHO: Rocky Mountain Parnassian
PARRMAL,0.8781,-0.0143764909729026,-0.0136287495643162,-0.0136742772416441,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/PARRMAL-full-run-only-NFJ-V2.html,7796,645,NFJ,(N = 7796),White-M Hairstreak,PARRMAL: White-M Hairstreak
PHOEAGA,0.7503,0.0121705010528568,0.0130969274074504,0.0126210225362567,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/PHOEAGA-full-run-only-NFJ-V2.html,2505,3807,NFJ,(N = 2505),Large Orange Sulphur,PHOEAGA: Large Orange Sulphur
PHOESEN,0.5163,0.0376610404936148,0.0387844388416774,0.0387767575750715,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/PHOESEN-full-run-only-NFJ-V2.html,2345,3564,NFJ,(N = 2345),Cloudless Sulphur,PHOESEN: Cloudless Sulphur
PHOLCAT,0.2527,-0.0362087088447938,-0.0355084021052439,-0.0370874186630912,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/PHOLCAT-full-run-only-NFJ-V2.html,10546,407,NFJ,(N = 10546),Common Sootywing,PHOLCAT: Common Sootywing
PHYBAT,0.7829,-0.082352443116174,-0.081519727179169,-0.0819611495996503,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/PHYBAT-full-run-only-NFJ-V2.html,5143,817,NFJ,(N = 5143),NA,PHYBAT: NA
PHYCAM,0.9026,-0.0138813076194126,-0.0129800974432133,-0.0138902708537922,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/PHYCAM-full-run-only-NFJ-V2.html,1562,725,NFJ,(N = 1562),Field Crescent,PHYCAM: Field Crescent
PHYMYL,0.965,-0.0099189555629846,-0.00920270624128827,-0.0109070984039907,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/PHYMYL-full-run-only-NFJ-V2.html,2113,804,NFJ,(N = 2113),Mylitta Crescent,PHYMYL: Mylitta Crescent
PHYORS,0.9954,-0.0249210834334112,-0.024128220394938,-0.0261608822917203,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/PHYORS-full-run-only-NFJ-V2.html,509,861,NFJ,(N = 509),California Crescent,PHYORS: California Crescent
PHYPAL,0.3385,-0.0164276907052909,-0.0155734051393341,-0.0159643895440734,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/PHYPAL-full-run-only-NFJ-V2.html,722,800,NFJ,(N = 722),NA,PHYPAL: NA
PHYPIC,0.9114,-0.0296944995464569,-0.0290943104231987,-0.0296597335273959,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/PHYPIC-full-run-only-NFJ-V2.html,828,855,NFJ,(N = 828),NA,PHYPIC: NA
PHYSEL,0.9707,-0.00571377432069812,-0.00497751441060323,-0.010192590668721,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/PHYSEL-full-run-only-NFJ-V2.html,6937,655,NFJ,(N = 6937),Northern Crescent,PHYSEL: Northern Crescent
PHYTEX,0.9287,-0.0291186973217828,-0.027974254194576,-0.0297988792401404,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/PHYTEX-full-run-only-NFJ-V2.html,2903,858,NFJ,(N = 2903),Texan Crescent,PHYTEX: Texan Crescent
PHYTHA,0.7697,-0.0109939560340499,-0.0105332269902405,-0.0106772256861441,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/PHYTHA-full-run-only-NFJ-V2.html,10079,661,NFJ,(N = 10079),Pearl Crescent,PHYTHA: Pearl Crescent
PIENAP,0.9702,-0.0122055867200845,-0.0102651033580674,-0.0127775453038766,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/PIENAP-full-run-only-NFJ-V2.html,5500,3844,NFJ,(N = 5500),Margined White,PIENAP: Margined White
PIERAP,0.6695,-0.0189432999537884,-0.0182650940896991,-0.0187641604429023,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/PIERAP-full-run-only-NFJ-V2.html,11034,2441,NFJ,(N = 11034),Cabbage White,PIERAP: Cabbage White
PIEVIR,0.7222,0.201844751336143,0.202605134030293,0.201568038970311,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/PIEVIR-full-run-only-NFJ-V2.html,4775,4097,NFJ,(N = 4775),NA,PIEVIR: NA
PIRPIR,0.987,-0.0142196083729604,-0.0132817934093454,-0.0149097392668736,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/PIRPIR-full-run-only-NFJ-V2.html,432,3,NFJ,(N = 432),NA,PIRPIR: NA
PLEACM,0.9656,-0.0431739275762516,-0.0418684877108868,-0.0429477242442261,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/PLEACM-full-run-only-NFJ-V2.html,276,4812,NFJ,(N = 276),Acmon Blue,PLEACM: Acmon Blue
PLEICA,0.7594,0.00425920976018369,0.00519785311654442,0.00386105117976705,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/PLEICA-full-run-only-NFJ-V2.html,1644,4381,NFJ,(N = 1644),Boisduval's Blue,PLEICA: Boisduval's Blue
PLELUP,0.9216,0.00264598514655405,0.00342897616929827,0.00338496823503617,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/PLELUP-full-run-only-NFJ-V2.html,1941,5128,NFJ,(N = 1941),Lupine Blue,PLELUP: Lupine Blue
PLESAE,0.9129,-0.0340984648569043,-0.0335232424558738,-0.0342442212351326,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/PLESAE-full-run-only-NFJ-V2.html,3409,5091,NFJ,(N = 3409),Greenish Blue,PLESAE: Greenish Blue
PLESHA,0.8873,-0.0230661157614808,-0.0219553649223672,-0.0241188872025491,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/PLESHA-full-run-only-NFJ-V2.html,486,5251,NFJ,(N = 486),Shasta Blue,PLESHA: Shasta Blue
POAHOB,0.9523,-0.0507502410310911,-0.0493938706599462,-0.050431063816017,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/POAHOB-full-run-only-NFJ-V2.html,6012,2040,NFJ,(N = 6012),Hobomok Skipper,POAHOB: Hobomok Skipper
POAMAS,0.7994,NA,-7.6214792543505e-4,-0.0017932264809583,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/POAMAS-full-run-only-NFJ-V2.html,4036,2138,NFJ,(N = 4036),Mulberry Wing,POAMAS: Mulberry Wing
POAMEL,0.975,NA,0.0322811288821707,0.0314939033735057,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/POAMEL-full-run-only-NFJ-V2.html,893,2166,NFJ,(N = 893),Umber Skipper,POAMEL: Umber Skipper
POATAX,0.716,-3.6231825047405e-4,7.2198261799272e-4,-0.00105447542508652,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/POATAX-full-run-only-NFJ-V2.html,580,2186,NFJ,(N = 580),Taxiles Skipper,POATAX: Taxiles Skipper
POAVIA,0.962,0.0133715102528795,0.0147723806715887,0.0137048710748496,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/POAVIA-full-run-only-NFJ-V2.html,7380,2085,NFJ,(N = 7380),Broad-winged Skipper,POAVIA: Broad-winged Skipper
POAZAB,0.889,0.0479288652325897,0.0484670285541255,0.04842085558877,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/POAZAB-full-run-only-NFJ-V2.html,7307,2044,NFJ,(N = 7307),Zabulon Skipper,POAZAB: Zabulon Skipper
POLIMYS,0.822,-0.0156980442180698,-0.0150498762484794,-0.0207471644324515,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/POLIMYS-full-run-only-NFJ-V2.html,5259,1992,NFJ,(N = 5259),Long Dash,POLIMYS: Long Dash
POLIORI,0.872,-0.0227525884117679,-0.0222023312985096,-0.0226405793617875,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/POLIORI-full-run-only-NFJ-V2.html,7928,2039,NFJ,(N = 7928),Crossline Skipper,POLIORI: Crossline Skipper
POLIPEC,0.8832,0.00266263289272939,0.00414509063318302,0.00289211084083031,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/POLIPEC-full-run-only-NFJ-V2.html,6423,1829,NFJ,(N = 6423),Peck's Skipper,POLIPEC: Peck's Skipper
POLISAB,0.9745,-0.0741575125367954,-0.0734483275149795,-0.074588292867756,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/POLISAB-full-run-only-NFJ-V2.html,1397,2190,NFJ,(N = 1397),Sandhill Skipper,POLISAB: Sandhill Skipper
POLISON,0.9087,-0.0513096658330832,-0.0503098107870752,-0.0512538480349337,G:/repos/status-of-butterflies-analysis/4_res/fits-parameterized/full-run-only-NFJ-V2/POLISON-full-run-only-NFJ-V2.html,1471,2203,NFJ,(N = 1471),Sonora Skipper,POLISON: Sonora Skipper
